"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"ITA","Italy","CITY","City","IT063C","Sassuolo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.4,,
"GRC","Greece","CITY","City","EL003C","Pátra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.3,,
"GBR","United Kingdom","CITY","City","UK041C","Ashford","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"JPN","Japan","CITY","City","JPN34C","Koriyama","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"DEU","Germany","CITY","City","DE050C","Marburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"DEU","Germany","CITY","City","DE026C","Regensburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"BGR","Bulgaria","CITY","City","BG012C","Pernik","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.7,,
"USA","United States","CITY","City","USA212C","Baltimore","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"AUS","Australia","CITY","City","AUS20C","Gosford - Springfield","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"ROU","Romania","CITY","City","RO004C","Craiova","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.5,,
"GBR","United Kingdom","CITY","City","UK025C","Coventry","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"POL","Poland","CITY","City","PL061C","Tychy","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.6,,
"MEX","Mexico","CITY","City","MEX20C","Hermosillo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"CHE","Switzerland","CITY","City","CH011C","Thun","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"ESP","Spain","CITY","City","ES037C","Ferrol","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.8,,
"DEU","Germany","CITY","City","DE100C","Heidelberg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"POL","Poland","CITY","City","PL068C","Grudziądz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14,,
"JPN","Japan","CITY","City","JPN43C","Akita","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.7,,
"ESP","Spain","CITY","City","ES093C","Sagunto","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"FIN","Finland","CITY","City","FI009C","Jyväskylä","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.8,,
"USA","United States","CITY","City","USA150C","St. Joseph","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"HUN","Hungary","CITY","City","HU003C","Nyíregyháza","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.8,,
"USA","United States","CITY","City","USA147C","McLennan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"ITA","Italy","CITY","City","IT072C","Siracusa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15,,
"ITA","Italy","CITY","City","IT036C","Lecce","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"DEU","Germany","CITY","City","DE096C","Ludwigshafen am Rhein","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"PRT","Portugal","CITY","City","PT011C","Viana do Castelo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"TUR","Türkiye","CITY","City","TR016C","Kayseri","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",28.5,,
"NLD","Netherlands","CITY","City","NL006C","Amersfoort","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"ROU","Romania","CITY","City","RO007C","Bacău","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.5,,
"TUR","Türkiye","CITY","City","TR009C","Erzurum","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",28.1,,
"GBR","United Kingdom","CITY","City","UK575C","Carlisle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"MEX","Mexico","CITY","City","MEX55C","Los Cabos","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"FRA","France","CITY","City","FR019C","Nancy","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"DEU","Germany","CITY","City","DE032C","Bonn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"HRV","Croatia","CITY","City","HR004C","Osijek","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",22.5,,
"GBR","United Kingdom","CITY","City","UK552C","Reading","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"DEU","Germany","CITY","City","DE083C","Münster","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"USA","United States","CITY","City","USA17C","St. Louis","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.4,,
"GBR","United Kingdom","CITY","City","UK029C","Nottingham","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"COL","Colombia","CITY","City","COL17C","Buenaventura","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"ITA","Italy","CITY","City","IT073C","Bergamo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.6,,
"BEL","Belgium","CITY","City","BE007C","Namur","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"GBR","United Kingdom","CITY","City","UK012C","Belfast","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"HUN","Hungary","CITY","City","HU019C","Sopron","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.1,,
"ROU","Romania","CITY","City","RO011C","Piatra Neamţ","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"USA","United States","CITY","City","USA103C","Newport News","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.5,,
"SVK","Slovak Republic","CITY","City","SK006C","Žilina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.4,,
"USA","United States","CITY","City","USA70C","Onondaga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.9,,
"NZL","New Zealand","CITY","City","NZL60C","Havelock North","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.5,,
"SWE","Sweden","CITY","City","SE004C","Jönköping","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.6,,
"USA","United States","CITY","City","USA182C","Harrison","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"NLD","Netherlands","CITY","City","NL041C","Tilburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"ROU","Romania","CITY","City","RO018C","Târgovişte","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.9,,
"GBR","United Kingdom","CITY","City","UK556C","Dacorum","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"ESP","Spain","CITY","City","ES091C","Lorca","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"USA","United States","CITY","City","USA205C","Delaware","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"GBR","United Kingdom","CITY","City","UK038C","Waveney","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"GBR","United Kingdom","CITY","City","UK031C","Bath and North East Somerset","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"ITA","Italy","CITY","City","IT084C","Ragusa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"JPN","Japan","CITY","City","JPN31C","Numazu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"TUR","Türkiye","CITY","City","TR010C","Gaziantep","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",30.7,,
"ESP","Spain","CITY","City","ES058C","Mollet del Vallès","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.2,,
"USA","United States","CITY","City","USA04C","Washington (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"JPN","Japan","CITY","City","JPN55C","Ube","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"KOR","Korea","CITY","City","KOR11C","Gyeongsan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.3,,
"COL","Colombia","CITY","City","COL31C","Maicao","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"USA","United States","CITY","City","USA42C","New Orleans","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.7,,
"USA","United States","CITY","City","USA35C","Tampa-Pinellas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"ITA","Italy","CITY","City","IT003C","Napoli","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.2,,
"USA","United States","CITY","City","USA135C","Roanoke","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"MEX","Mexico","CITY","City","MEX24C","Oaxaca de Juarez","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.4,,
"USA","United States","CITY","City","USA129C","Peoria","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"DEU","Germany","CITY","City","DE105C","Bremerhaven","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"ITA","Italy","CITY","City","IT066C","Parma","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.2,,
"NZL","New Zealand","CITY","City","NZL09C","Nelson","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"EST","Estonia","CITY","City","EE002C","Tartu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"POL","Poland","CITY","City","PL063C","Elbląg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.5,,
"BGR","Bulgaria","CITY","City","BG006C","Ruse","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.9,,
"SWE","Sweden","CITY","City","SE007C","Linköping","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.9,,
"DEU","Germany","CITY","City","DE001C","Berlin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.2,,
"DEU","Germany","CITY","City","DE110C","Ulm","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.3,,
"COL","Colombia","CITY","City","COL51C","Santa Rosa de Cabal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.4,,
"GBR","United Kingdom","CITY","City","UK517C","Swansea","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.1,,
"ITA","Italy","CITY","City","IT018C","Pescara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.6,,
"POL","Poland","CITY","City","PL057C","Bytom","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",27.6,,
"MEX","Mexico","CITY","City","MEX52C","Cuautla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.1,,
"USA","United States","CITY","City","USA166C","Shawnee","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.9,,
"SVK","Slovak Republic","CITY","City","SK004C","Nitra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.6,,
"BEL","Belgium","CITY","City","BE005C","Liège","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"USA","United States","CITY","City","USA102C","Tulare","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"USA","United States","CITY","City","USA210C","Sumter","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.6,,
"TUR","Türkiye","CITY","City","TR005C","Bursa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",34.3,,
"MEX","Mexico","CITY","City","MEX70C","Apizaco","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"CZE","Czechia","CITY","City","CZ010C","Pardubice","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.6,,
"NLD","Netherlands","CITY","City","NL043C","Veenendaal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"FRA","France","CITY","City","FR015C","Toulon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"ITA","Italy","CITY","City","IT071C","Rimini","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15,,
"MEX","Mexico","CITY","City","MEX07C","Leon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.4,,
"AUS","Australia","CITY","City","AUS06C","Gold Coast","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"USA","United States","CITY","City","USA14C","Seattle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.7,,
"ITA","Italy","CITY","City","IT050C","Avellino","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"DEU","Germany","CITY","City","DE028C","Weimar","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"ESP","Spain","CITY","City","ES060C","Elche/Elx","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"GBR","United Kingdom","CITY","City","UK004C","Glasgow","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"JPN","Japan","CITY","City","JPN40C","Matsumoto","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"USA","United States","CITY","City","USA45C","Fresno (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"DEU","Germany","CITY","City","DE078C","Passau","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"NLD","Netherlands","CITY","City","NL017C","'s-Gravenhage","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"COL","Colombia","CITY","City","COL41C","Cienaga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"ITA","Italy","CITY","City","IT055C","Molfetta","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"USA","United States","CITY","City","USA86C","Stanislaus","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.9,,
"USA","United States","CITY","City","USA176C","Broome","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"FRA","France","CITY","City","FR072C","Cayenne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17,,
"POL","Poland","CITY","City","PL006C","Gdańsk","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"KOR","Korea","CITY","City","KOR17C","Iksan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",28.7,,
"COL","Colombia","CITY","City","COL48C","Aguachica","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.4,,
"CAN","Canada","CITY","City","CAN12C","Halifax","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.8,,
"ESP","Spain","CITY","City","ES046C","Ponferrada","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"POL","Poland","CITY","City","PL062C","Wałbrzych","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17,,
"USA","United States","CITY","City","USA153C","Minnehaha","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"AUS","Australia","CITY","City","AUS08C","Newcastle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"COL","Colombia","CITY","City","COL52C","El Carmen de Bolivar","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14,,
"SWE","Sweden","CITY","City","SE001C","Stockholm","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.1,,
"MEX","Mexico","CITY","City","MEX38C","Tepic","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"USA","United States","CITY","City","USA195C","Yellowstone","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.2,,
"DEU","Germany","CITY","City","DE122C","Zwickau","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"ESP","Spain","CITY","City","ES034C","Avilés","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"CHE","Switzerland","CITY","City","CH003C","Genève","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"USA","United States","CITY","City","USA58C","Ventura","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"COL","Colombia","CITY","City","COL37C","Fusagasuga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.9,,
